Article_ID,Title,IC1,IC2,IC3,IC4,IC5,EC1,EC2,EC3,EC4,EC5,EC6,Inclusion_Score,Exclusion_Flag,Screening_Decision,Exclusion_Reason,Screening_Notes
CR-0437,Symptom Trajectory and Readmission Risk Prediction in Chronic Respiratory Failure via Latent Class Growth Model,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0438,Set Based Disease Prediction Latent Dirichlet Allocation: A Latent Model for Early Stage Identification of Diseases,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0439,Link Prediction based on Deep Latent Feature Model by Fusion of Network Hierarchy Information,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0440,A Dynamic Latent-Space Model for Asset Clustering,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0441,Latent manifold preservation and target prediction balance for unsupervised domain adaptation,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0442,Link prediction via latent space logistic regression model,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0443,Exploring Thematic Evolution in Interdisciplinary Forest Fire Prediction Research: A Latent Dirichlet Allocation–Bidirectional Encoder Representations from Transformers Model Analysis,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0444,A patch-based latent video diffusion model for cardiac cine (Cine-LDiff),No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0445,Analysis of HIV latent infection model with multiple infection stages and different drug classes,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0446,Dynamic Latent Space Model With Position Clusters and Its Application in International Trade Network,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0447,Adaptive core-enhanced latent factor model for highly accurate QoS prediction,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0448,Facial Privacy Protection via Attention-Guided Latent Diffusion Model for Adversarial Sample Generation,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0449,Stability analysis of the SEIRS epidemic model with infectious dynamics during latent and infectious periods,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0450,Applying Latent Data Assimilation to a Fluid Dynamics Problem,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0451,Supervised probabilistic dynamic-controlled latent-variable model for quality pattern prediction and optimisation,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0452,Neural Marionette: Unsupervised Learning of Motion Skeleton and Latent Dynamics from Volumetric Video,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0453,A Video Frame Prediction Method Based on Latent-Space Autoregressive Modeling,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0454,Latent Errors and Visible Earned Value: How the Evolutionary Model Integrates Earned Value Metrics with Project System Dynamics,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0455,The Complex Dynamics of Automobile Manufacturer Competition Model on Video Platforms,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0456,Dynamics of SEIR model with delay effects - latent period and recovery period,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0457,Performance of latent heat storage exchangers: Evaluation framework and fast prediction model,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0458,VVRec: Reconstruction Attacks on DL-based Volumetric Video Upstreaming via Latent Diffusion Model with Gamma Distribution,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0459,"Dynamics of a diffusive HTLV and HIV coinfection model with macrophages, latent cells and two delays",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0460,Violent Video Game Exposure and Cyberbullying in Early Adolescents: A Latent Moderated Mediation Model,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0461,Time-Lag Aware Latent Variable Model for Prediction of Important Scenes Using Baseball Videos and Tweets,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0462,A model for pest control using integrated approach: impact of latent and gestation delays,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0463,Dynamics and density function of a HTLV-1 model with latent infection and Ornstein-Uhlenbeck process,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0464,A Prediction Model of Runs Allowed Based on Latent-Class Markov Chain for Starters of Professional Baseball Pitchers,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0465,Latent Dirichlet State Predictive Clustering Model for Disease Risk Prediction in Electronic Health Records,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0466,Regressive Gaussian Process Latent Variable Model for Few-Frame Human Motion Prediction,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0467,Multiscale Latent-Guided Entropy Model for LiDAR Point Cloud Compression,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0468,Drivetrain Response Prediction Using AI-Based Surrogate and Multibody Dynamics Model,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0469,Calculation Model of Frozen Soil Considering Latent Heat in Construction Freezing and Its Experimental Verification,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0470,Deep Conservation: A Latent-Dynamics Model for Exact Satisfaction of Physical Conservation Laws,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0471,Global dynamics of a Huanglongbing model with a periodic latent period,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0472,"Dynamics analysis of an HIV infection model with latent reservoir, delayed CTL immune response and immune impairment",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0473,A fusion of aspect and contextual information for rating prediction in recommender system using a latent factor model,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0474,Image classification based on sparse coding multi-scale spatial latent semantic analysis,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0475,An adaptive graph neural network-based model for multi-indicator performance prediction with latent correlation mining,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0476,A Mish-regularized non-negative latent factorization of tensors model for dynamic QoS prediction,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0477,Latent-Space Dynamics for Prediction and Fault Detection in Geothermal Power Plant Operations,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0478,Dynamics of virus-patch model with latent effect,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0479,DANet: A spatio-temporal dynamics and Detail Aware Network for video prediction,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0480,Global Properties of a General Latent Pathogen Dynamics Model with Delayed Pathogenic and Cellular Infections,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0481,A conditional latent autoregressive recurrent model for generation and forecasting of beam dynamics in particle accelerators,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
CR-0482,Improving wave prediction at Bushehr harbor in Persian Gulf by using a hybrid DWT-BNN model,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0483,Artificial Neural Network Model for Prediction of Latent Heat Flux over Bay of Bengal,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0484,Development and validation of a dynamic prediction model for infective endocarditis patients based on platelet trajectories latent classes: a longitudinal retrospective study from multicenter databases,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0485,Retracted: A Dynamic Prediction Model of Financial Distress in the Financial Sharing Environment,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
CR-0486,DECOMPRESSION METHOD OF FPV VIDEO STREAMS FROM UNMANNED SYSTEMS BASED ON A LATENT DIFFUSION NEURAL NETWORK MODEL,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: ru
CR-0487,Global dynamics of an HBV-HIV co-infection model incorporating latent reservoirs,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
